"Address"	Latitude	Longitude	Easting	Northing
"HA8 9JJ"	51.610323	-0.269152	519949	191584
"NW4 2RR"	51.589042	-0.217109	523610	189304
"NW9 5DL"	51.592111	-0.257034	520836	189579
"EN5 2SL"	51.647443	-0.215066	523593	195802
"N12 0LN"	51.611368	-0.159514	527537	191886
"N12 8PY"	51.61837	-0.178735	526187	192631
"HA8 9LG"	51.614182	-0.2664	520129	192018
"NW11 7TH"	51.581238	-0.198335	524932	188468
"HA8 0LQ"	51.601225	-0.266826	520134	190576
"NW4 3XU (2)"	51.58344	-0.228992	522802	188661
"NW4 3XU"	51.58344	-0.228992	522802	188661
"NW9 7DE"	51.578273	-0.240836	521995	188067
"N12 9DE"	51.616062	-0.175097	526445	192381
"N12 0BD (2)"	51.60786	-0.17712	526328	191465
"N3 2LG"	51.595947	-0.184985	525816	190127
"NW11 7SY"	51.569925	-0.187407	525720	187229
"NW2 2NB"	51.569248	-0.208708	524246	187117
"NW11 0NR"	51.57955	-0.199109	524883	188279
"N2 9DA"	51.59273	-0.163563	527309	189806
"NW4 1SJ (2)"	51.593217	-0.224973	523054	189755
"NW4 4LE"	51.589421	-0.226316	522971	189331
"N3 3RP"	51.596923	-0.199677	524796	190210
"NW9 7AY"	51.573778	-0.239682	522087	187569
"NW4 3LU (3)"	51.58146	-0.227062	522941	188444
"NW2 2AR"	51.565137	-0.19826	524981	186678
"NW4 4UA"	51.591248	-0.234171	522422	189521
"EN4 8HS"	51.645419	-0.150157	528089	195689
"NW2 1DA"	51.56822	-0.221153	523386	186982
"NW4 4DP"	51.58975	-0.222842	523211	189373
"NW2 2AA (3)"	51.563554	-0.198067	524999	186502
"NW9 6DT"	51.590187	-0.246515	521570	189382
"N20 0RS"	51.624256	-0.155063	527809	193327
"NW4 4RS"	51.586335	-0.232167	522574	188978
"EN5 5JG"	51.650812	-0.178577	526108	196239
"N3 3RY"	51.596024	-0.199897	524783	190110
"NW11 7SH"	51.5704	-0.18947	525576	187278
"NW11 9JX"	51.58702	-0.207705	524267	189095
"NW4 2SH"	51.587908	-0.214628	523785	189182
"N3 3NB"	51.594357	-0.197728	524938	189928
"NW2 2HY"	51.562208	-0.197067	525072	186354
"N3 3BD"	51.591051	-0.192056	525340	189570
"NW7 2JP"	51.611623	-0.246455	521517	191766
"NW2 1BB"	51.571804	-0.213812	523885	187393
"N3 3BD"	51.591051	-0.192056	525340	189570
"EN5 2JQ"	51.652005	-0.203481	524382	196329
"NW4 1LL (2)"	51.599809	-0.209627	524099	190514
"NW4 1LL"	51.599809	-0.209627	524099	190514
"NW11 9NJ"	51.578495	-0.205977	524410	188150
"NW9 4AX"	51.59466	-0.250429	521287	189873
"NW9 5AZ"	51.595999	-0.261491	520517	190004
"NW4 4LD"	51.589157	-0.225868	523003	189302
"NW11 9RJ"	51.573675	-0.208288	524263	187610
"NW9 6EJ"	51.58825	-0.242356	521863	189174
"NW4 3HX"	51.579238	-0.234784	522412	188184
"NW2 6QE"	51.560037	-0.218591	523586	186076
"N20 9JN"	51.634878	-0.165343	527068	194490
"N3 2LJ"	51.600775	-0.194052	525175	190648
"NW11 0PU"	51.580523	-0.19885	524898	188388
"EN5 2LT"	51.644263	-0.210229	523936	195457
"N3 3RY"	51.596024	-0.199897	524783	190110
"NW2 2HR"	51.561279	-0.196916	525085	186251
"NW4 2SH"	51.587908	-0.214628	523785	189182
"NW4 1HS"	51.597707	-0.222398	523220	190259
"NW11 7EL (2)"	51.580158	-0.197122	525019	188350
"NW4 3QP"	51.579745	-0.223694	523179	188259
"NW2 1PG (2)"	51.567173	-0.21499	523816	186876
"NW11 9ES"	51.577864	-0.207618	524298	188077
"NW9 5DL"	51.592111	-0.257034	520836	189579
"EN4 9EY (2)"	51.648814	-0.159096	527461	196051
"EN4 9EY"	51.648814	-0.159096	527461	196051
"NW4 1DL"	51.589371	-0.219767	523425	189336
"NW11 9ST"	51.575287	-0.20785	524289	187790
"NW11 8DL"	51.564221	-0.197002	525071	186578
"HA8 9AL (2)"	51.610415	-0.273736	519631	191587
"HA8 9UX"	51.616343	-0.269019	519942	192254
"N3 2HX"	51.600715	-0.183138	525931	190660
"NW2 1JP"	51.576516	-0.215955	523724	187913
"NW4 3PG"	51.577066	-0.230535	522712	187950
"N3 3BD"	51.591051	-0.192056	525340	189570
"N3 3BD"	51.591051	-0.192056	525340	189570
"N3 3BD"	51.591051	-0.192056	525340	189570
"NW4 3QY"	51.57906	-0.222058	523294	188186
"EN5 2HE"	51.65209	-0.19866	524715	196347
"HA8 8LL"	51.616598	-0.278398	519292	192267
"NW4 3UU"	51.58244	-0.227901	522880	188552
"N12 8HT"	51.616408	-0.18322	525882	192405
"N3 3BD"	51.591051	-0.192056	525340	189570
"NW9 7HS"	51.583176	-0.250592	521306	188596
"NW11 8BB (2)"	51.575314	-0.202793	524639	187802
"NW11 9ED (2)"	51.575286	-0.214315	523841	187779
"NW11 9DP"	51.573501	-0.209518	524178	187589
"NW9 5AP"	51.595131	-0.258723	520711	189912
"N3 3RW"	51.596494	-0.199853	524785	190162
"NW4 2AS"	51.587071	-0.215801	523706	189087
"NW11 8SL"	51.565991	-0.207465	524341	186757
"N2 9EL (2)"	51.590069	-0.161894	527432	189513
"N14 5AX"	51.628465	-0.141412	528742	193819
"NW2 1BE"	51.571236	-0.216043	523732	187326
"N2 9DS"	51.593544	-0.161173	527472	189901
"N2 0NJ"	51.589846	-0.169637	526896	189475
"NW11 9EE (2)"	51.574419	-0.2123	523983	187686
"NW11 0EL"	51.585091	-0.204475	524496	188886
"NW4 2AD"	51.58632	-0.219035	523484	188998
"NW11 8SR"	51.563388	-0.212444	524003	186459
"NW4 1BN (6)"	51.589753	-0.220947	523342	189377
"NW11 0QB"	51.58169	-0.199309	524863	188517
"N3 2ST"	51.596476	-0.188188	525593	190180
"NW4 1SH"	51.595043	-0.225624	523004	189957
"NW11 9DU"	51.574505	-0.211066	524068	187698
"NW4 2AD"	51.58632	-0.219035	523484	188998
"NW4 3NH (2)"	51.582159	-0.226599	522971	188523
"HA8 9QF (2)"	51.617874	-0.26719	520065	192427
"NW4 4SD"	51.586985	-0.237093	522231	189042
"NW11 0QX (2)"	51.58352	-0.199976	524812	188719
"NW2 3LL"	51.555923	-0.212405	524026	185629
"N20 0UE"	51.627004	-0.164346	527159	193616
"NW2 1AU"	51.571573	-0.215741	523752	187364
"NW4 1EU"	51.59462	-0.214321	523788	189929
"NW2 1DL"	51.567643	-0.219257	523519	186921
"NW2 2NG"	51.565148	-0.205204	524500	186667
"HA8 0BB"	51.601172	-0.267536	520085	190569
"N11 3JB"	51.6143	-0.153834	527922	192222
"NW2 1HS"	51.561035	-0.205611	524483	186209
"N12 8SP"	51.619687	-0.183074	525883	192770
"N3 2SE"	51.599647	-0.190513	525423	190529
"NW4 2TL"	51.583723	-0.222139	523276	188704
"N20 8DU"	51.630342	-0.182023	525926	193957
"N20 9LJ"	51.631618	-0.176756	526287	194108
"NW11 9EE"	51.574419	-0.2123	523983	187686
"NW4 4JL"	51.591439	-0.233445	522472	189543
"N3 2AT"	51.60226	-0.176116	526413	190844
"EN5 2EE"	51.647491	-0.194668	525004	195842
"EN4 8JR"	51.635859	-0.148179	528253	194629
"NW2 2LX"	51.56275	-0.204851	524531	186401
"NW7 3BU"	51.615164	-0.246334	521516	192160
"NW4 2HB"	51.583601	-0.219643	523449	188695
"N12 0JA"	51.605959	-0.179174	526191	191250
"EN5 5UW"	51.652792	-0.199676	524643	196423
"NW11 7EL"	51.580158	-0.197122	525019	188350
"NW2 2NH"	51.56448	-0.202946	524658	186597
"N3 3NE"	51.594528	-0.196523	525021	189949
"NW2 1JP"	51.576516	-0.215955	523724	187913
"NW2 1JP"	51.576516	-0.215955	523724	187913
"HA8 9UP"	51.615009	-0.274342	519577	192097
"EN5 1BS"	51.64056	-0.170646	526685	195113
"NW4 3BY (2)"	51.58585	-0.229818	522738	188928
"HA8 0QT"	51.608462	-0.263056	520376	191387
"NW4 2SH"	51.587908	-0.214628	523785	189182
"NW4 3HG"	51.581437	-0.233284	522510	188431
"NW4 4LD"	51.589157	-0.225868	523003	189302
"NW9 6BA (2)"	51.578812	-0.23956	522082	188129
"NW9 6BA"	51.578812	-0.23956	522082	188129
"N3 1EY (2)"	51.606516	-0.196626	524981	191282
"NW4 4TR (3)"	51.600244	-0.234186	522397	190521
"HA8 9QF"	51.617874	-0.26719	520065	192427
"N3 2SH"	51.59911	-0.190649	525415	190469
"HA8 0AJ"	51.603474	-0.268748	519995	190823
"N12 0JE"	51.60546	-0.176595	526371	191199
"EN5 4DP"	51.654599	-0.214365	523622	196599
"NW4 3TU"	51.575362	-0.232394	522588	187757
"NW4 3HW"	51.574735	-0.228378	522868	187694
"NW7 3JR"	51.621007	-0.254675	520923	192796
"EN4 9JT"	51.648947	-0.154971	527746	196073
"NW4 3PH (2)"	51.577534	-0.23153	522642	188000
"NW11 0DP"	51.586012	-0.201249	524717	188994
"N2 9PJ"	51.587825	-0.163876	527301	189260
"NW4 1BY"	51.590066	-0.216997	523615	189418
"NW2 2AA"	51.563554	-0.198067	524999	186502
"NW2 1PG"	51.567173	-0.21499	523816	186876
"N2 8AY"	51.59	-0.16721	527064	189496
"NW2 1EY"	51.557078	-0.214451	523881	185754
"NW4 3RD (2)"	51.578629	-0.219693	523459	188142
"N12 7EA"	51.62237	-0.183848	525822	193067
"NW4 1BN"	51.589753	-0.220947	523342	189377
"N2 8JW (6)"	51.595141	-0.176485	526407	190052
"N2 8JW"	51.595141	-0.176485	526407	190052
"NW3 7TS"	51.563923	-0.196336	525118	186546
"N2 8JW"	51.595141	-0.176485	526407	190052
"NW2 1PE"	51.566888	-0.214568	523846	186845
"N14 5DS"	51.631683	-0.143956	528557	194172
"NW2 1BX"	51.565597	-0.218764	523559	186694
"N20 0QQ"	51.622903	-0.175289	526413	193141
"NW2 2QJ"	51.562813	-0.197977	525007	186420
"NW2 6QE"	51.560037	-0.218591	523586	186076
"NW4 2BL"	51.588236	-0.216936	523624	189215
"NW4 4BU"	51.586814	-0.22877	522808	189037
"NW11 8JY"	51.572443	-0.197365	525023	187492
"N3 2AN"	51.601971	-0.176027	526420	190812
"NW11 0PE (2)"	51.577213	-0.19975	524845	188018
"N11 3HT"	51.615036	-0.151266	528098	192308
"N10 1AP"	51.604979	-0.149519	528247	191193
"NW2 6QE"	51.560037	-0.218591	523586	186076
"NW11 8ND (2)"	51.569654	-0.19647	525093	187183
"NW11 8ND"	51.569654	-0.19647	525093	187183
"HA8 7EL (2)"	51.612365	-0.280817	519136	191792
"NW4 2RX"	51.589069	-0.21591	523693	189309
"NW7 2EL"	51.603547	-0.235224	522316	190887
"N12 8RT (2)"	51.617164	-0.178654	526196	192497
"N12 8RT"	51.617164	-0.178654	526196	192497
"NW11 7ET"	51.578909	-0.197171	525019	188211
"NW2 3LL"	51.555923	-0.212405	524026	185629
"NW11 0HL"	51.581882	-0.202462	524644	188533
"N2 9AE (2)"	51.597031	-0.171186	526769	190271
"N2 9PN"	51.589099	-0.16368	527311	189402
"NW2 3LS"	51.556868	-0.211877	524060	185735
"NW4 4PH"	51.581356	-0.236275	522303	188417
"N3 2SP"	51.598089	-0.187806	525615	190360
"NW4 4TD"	51.595324	-0.234908	522360	189973
"NW11 8TB"	51.570664	-0.199604	524873	187290
"NW2 2SH"	51.558707	-0.208209	524309	185946
"NW7 2AA"	51.612955	-0.250766	521215	191907
"NW4 4TR"	51.600244	-0.234186	522397	190521
"N2 0SX"	51.592595	-0.177597	526337	189767
"EN5 5EQ"	51.650648	-0.184814	525677	196210
"NW4 3AU"	51.584252	-0.229176	522787	188751
"NW4 4TN"	51.599856	-0.234934	522346	190477
"N2 9DX (2)"	51.591838	-0.162848	527361	189708
"N2 8NL"	51.595721	-0.173101	526640	190122
"NW4 4EG"	51.589229	-0.22406	523128	189313
"NW2 1HR"	51.560716	-0.207687	524340	186170
"NW2 1JP"	51.576516	-0.215955	523724	187913
"NW4 2BD (2)"	51.587985	-0.219385	523455	189183
"NW2 1QT"	51.568237	-0.21198	524022	186999
"NW4 4LH"	51.592982	-0.229025	522774	189722
"NW4 3PA"	51.578157	-0.229269	522797	188073
"NW4 3BY"	51.58585	-0.229818	522738	188928
"NW2 2NG"	51.565148	-0.205204	524500	186667
"N12 8NR (2)"	51.611411	-0.179909	526125	191855
"N2 9EA"	51.59142	-0.162562	527382	189662
"NW2 2NP"	51.563519	-0.202378	524700	186491
"N12 0HY"	51.605384	-0.181158	526055	191183
"N2 0XD"	51.588979	-0.168286	526992	189381
"NW4 3AD"	51.583521	-0.227412	522911	188673
"NW4 3HB"	51.579319	-0.232962	522538	188196
"NW11 7HA"	51.576669	-0.197342	525013	187962
"N20 0QA"	51.623322	-0.176818	526306	193185
"NW4 1QB (5)"	51.590201	-0.221406	523309	189426
"NW9 5QJ"	51.601134	-0.242527	521817	190606
"NW11 7PE"	51.574093	-0.196463	525081	187677
"NW4 3QH"	51.581268	-0.224501	523119	188427
"N12 8BD"	51.619209	-0.180244	526080	192722
"N11 3AE"	51.61804	-0.14785	528326	192648
"NW11 9EY"	51.577512	-0.211673	524018	188031
"N3 1QN"	51.604153	-0.191463	525345	191028
"N3 2JJ"	51.599125	-0.191631	525347	190469
"N12 8NR"	51.611411	-0.179909	526125	191855
"NW11 9SS"	51.574758	-0.208184	524267	187731
"NW11 8DL"	51.564221	-0.197002	525071	186578
"NW4 4RL"	51.592556	-0.225501	523019	189681
"HA8 8RT"	51.624042	-0.275074	519503	193100
"NW11 0HG"	51.581814	-0.203638	524563	188523
"NW11 8EE"	51.571988	-0.197431	525020	187441
"N12 0HJ"	51.607552	-0.181566	526021	191423
"EN4 9PE"	51.650325	-0.167708	526861	196204
"NW4 1QB"	51.590201	-0.221406	523309	189426
"NW4 4DG (2)"	51.589034	-0.222145	523261	189295
"N2 8JW"	51.595141	-0.176485	526407	190052
"NW9 6SG"	51.588445	-0.252154	521184	189179
"NW4 3LU"	51.58146	-0.227062	522941	188444
"NW4 4TE"	51.59721	-0.233957	522421	190184
"N3 2HH"	51.599502	-0.188093	525591	190517
"NW4 2SB"	51.587753	-0.215688	523712	189163
"N3 1XT"	51.603832	-0.190494	525413	190994
"N3 1QR"	51.604487	-0.190439	525415	191067
"N2 0JS"	51.591084	-0.179895	526182	189595
"N2 8BL"	51.592899	-0.169778	526878	189814
"N3 1EY"	51.606516	-0.196626	524981	191282
"N2 9EL"	51.590069	-0.161894	527432	189513
"NW11 8ES"	51.57174	-0.199403	524884	187410
"NW4 2EJ"	51.584615	-0.223417	523185	188801
"NW4 2BH"	51.587947	-0.218087	523545	189181
"N12 8FA"	51.62114	-0.176992	526300	192942
"NW4 3RD"	51.578629	-0.219693	523459	188142
"NW2 1FB"	51.56819	-0.217782	523620	186984
"NW2 3AE"	51.556918	-0.212968	523984	185739
"NW4 2JX (2)"	51.588924	-0.210182	524090	189303
"N12 7NG"	51.61445	-0.182258	525954	192189
"NW4 1QB"	51.590201	-0.221406	523309	189426
"N3 2SG"	51.598623	-0.188044	525597	190419
"NW4 1BT"	51.590361	-0.220721	523356	189445
"NW4 1BT"	51.590361	-0.220721	523356	189445
"N11 3HA"	51.617162	-0.148666	528272	192549
"NW11 6JP"	51.585501	-0.181508	526086	188971
"N12 8JT"	51.615859	-0.177041	526311	192355
"NW2 3AD"	51.556141	-0.213286	523964	185652
"N11 3EZ"	51.610311	-0.148941	528272	191787
"NW11 9HS"	51.579453	-0.209778	524144	188250
"N12 9HG"	51.615206	-0.163995	527216	192305
"N20 0PJ"	51.62683	-0.175738	526371	193577
"NW11 0DS"	51.585075	-0.202888	524606	188887
"NW4 4NT"	51.582844	-0.23441	522428	188586
"NW4 2AE"	51.586768	-0.216549	523655	189052
"NW2 1BP"	51.559618	-0.211924	524049	186041
"N2 8JW"	51.595141	-0.176485	526407	190052
"N11 1NE"	51.61626	-0.142795	528681	192459
"NW9 5JU"	51.59805	-0.252446	521138	190247
"N3 1RT"	51.599833	-0.19618	525030	190540
"NW4 4JB"	51.592663	-0.233206	522485	189680
"NW4 1BN"	51.589753	-0.220947	523342	189377
"N3 2RA"	51.599214	-0.181465	526051	190496
"NW2 2RJ"	51.557811	-0.208417	524297	185846
"NW2 1JR"	51.576924	-0.215762	523736	187959
"N2 8NH (2)"	51.59591	-0.173685	526599	190142
"NW4 4LJ"	51.593044	-0.229585	522735	189728
"NW4 4DG"	51.589034	-0.222145	523261	189295
"NW4 3PU"	51.577746	-0.235462	522369	188017
"NW4 1SJ"	51.593217	-0.224973	523054	189755
"NW11 8JL"	51.574271	-0.197932	524979	187694
"N3 2BS"	51.601769	-0.189345	525498	190767
"N20 0RA"	51.6269	-0.174998	526422	193586
"NW11 6DA"	51.58904	-0.194846	525152	189342
"NW9 4DD (2)"	51.593144	-0.242243	521858	189718
"NW9 6AB"	51.579915	-0.241177	521967	188249
"HA8 9HY"	51.610055	-0.267612	520056	191557
"N2 9DX"	51.591838	-0.162848	527361	189708
"N2 8NA"	51.596598	-0.171893	526721	190222
"N2 8JW"	51.595141	-0.176485	526407	190052
"NW4 2TH"	51.583402	-0.223465	523185	188666
"NW11 9BY"	51.576397	-0.2058	524428	187917
"N3 3PS"	51.593069	-0.208965	524163	189766
"NW4 2LJ"	51.58445	-0.216135	523690	188795
"NW11 8DD"	51.566996	-0.194973	525204	186890
"NW4 2SA"	51.587691	-0.215199	523746	189157
"N12 8RP (2)"	51.617572	-0.178291	526220	192543
"NW4 4LD"	51.589157	-0.225868	523003	189302
"NW4 4RB"	51.596341	-0.227808	522849	190098
"N2 0DR"	51.585815	-0.180297	526169	189008
"NW2 2NG"	51.565148	-0.205204	524500	186667
"N2 9ED"	51.590861	-0.1644	527256	189597
"EN4 8HP"	51.644669	-0.158556	527510	195591
"NW2 2SA"	51.556422	-0.207563	524360	185693
"NW4 3SN"	51.583613	-0.232951	522527	188674
"NW11 9AS"	51.57821	-0.204949	524482	188120
"EN5 5AD"	51.649005	-0.189072	525387	196020
"NW2 2PH"	51.559826	-0.197893	525021	186088
"NW2 2LX"	51.56275	-0.204851	524531	186401
"NW4 4EN"	51.589075	-0.223688	523154	189297
"NW11 9ED"	51.575286	-0.214315	523841	187779
"NW4 3EL"	51.582152	-0.233253	522510	188511
"HA8 7EL"	51.612365	-0.280817	519136	191792
"NW2 1RE"	51.560297	-0.211638	524067	186117
"NW4 1RR"	51.590078	-0.223147	523189	189409
"NW4 1BN"	51.589753	-0.220947	523342	189377
"NW4 4LF (2)"	51.597227	-0.235039	522346	190184
"NW11 0QR (3)"	51.58261	-0.199868	524822	188618
"NW2 2LY"	51.564888	-0.205907	524452	186637
"NW11 6JJ"	51.585634	-0.182712	526002	188984
"NW9 4FX (8)"	51.595953	-0.24726	521503	190022
"NW4 3PH"	51.577534	-0.23153	522642	188000
"HA8 7LS"	51.614112	-0.277496	519361	191992
"NW4 1DA"	51.590895	-0.213237	523873	189517
"NW11 6NE"	51.584882	-0.183535	525947	188899
"NW4 4DU"	51.589837	-0.22382	523143	189381
"N2 9AE"	51.597031	-0.171186	526769	190271
"NW11 7EF"	51.573407	-0.190487	525497	187611
"NW2 2HP"	51.560806	-0.196758	525097	186199
"N3 2HB (3)"	51.602211	-0.192118	525305	190811
"NW11 0QR"	51.58261	-0.199868	524822	188618
"EN5 5UZ"	51.655771	-0.20219	524461	196750
"NW9 6RZ"	51.592348	-0.248175	521449	189620
"NW4 4LG"	51.597532	-0.234692	522369	190219
"NW2 1AJ"	51.571547	-0.219728	523476	187354
"N2 8DB"	51.592007	-0.166966	527075	189720
"NW11 0PE"	51.577213	-0.19975	524845	188018
"N3 1RB"	51.604328	-0.197579	524921	191037
"N11 3EH"	51.615207	-0.146709	528413	192335
"N12 8LJ"	51.614002	-0.177119	526311	192148
"NW11 8JY"	51.572443	-0.197365	525023	187492
"N3 2EE"	51.602051	-0.180829	526087	190813
"NW9 4BZ (6)"	51.592623	-0.240487	521981	189663
"NW9 6BP"	51.590201	-0.254335	521028	189371
"N2 0LN"	51.589174	-0.173851	526606	189393
"N2 0NJ"	51.589846	-0.169637	526896	189475
"N2 0SJ"	51.593418	-0.175951	526449	189861
"NW4 4EY"	51.585042	-0.234671	522404	188830
"NW2 2LX"	51.56275	-0.204851	524531	186401
"NW2 2LX"	51.56275	-0.204851	524531	186401
"NW4 3JD"	51.574896	-0.233303	522526	187704
"N12 9BG"	51.614047	-0.160648	527451	192182
"NW11 9LG"	51.581667	-0.211939	523988	188493
"NW11 9NN"	51.578234	-0.207369	524314	188119
"NW4 2DT"	51.586643	-0.220148	523406	189032
"NW4 1BN"	51.589753	-0.220947	523342	189377
"NW11 9RL"	51.572475	-0.209414	524188	187475
"N12 8DZ"	51.613295	-0.181394	526017	192062
"NW9 7DY"	51.5764	-0.238845	522138	187862
"NW7 1RP"	51.614529	-0.214913	523693	192142
"N3 2HB"	51.602211	-0.192118	525305	190811
"N3 2NA"	51.608157	-0.18317	525908	191488
"NW4 2RN"	51.588969	-0.217632	523574	189295
"NW9 4BZ"	51.592623	-0.240487	521981	189663
"HA8 0TB"	51.605951	-0.266179	520166	191103
"N12 9HH"	51.613685	-0.162757	527306	192138
"NW2 1PB"	51.568164	-0.209602	524187	186995
"NW4 1DA"	51.590895	-0.213237	523873	189517
"NW7 2QN"	51.602153	-0.236982	522198	190729
"NW2 6QE"	51.560037	-0.218591	523586	186076
"NW2 6QE"	51.560037	-0.218591	523586	186076
"N2 0SU"	51.591996	-0.178751	526259	189698
"NW4 3NH"	51.582159	-0.226599	522971	188523
"NW4 3AN"	51.584097	-0.228053	522865	188736
"EN5 2HS"	51.647814	-0.201301	524544	195867
"NW11 9HS"	51.579453	-0.209778	524144	188250
"NW11 0ER"	51.585593	-0.205217	524443	188941
"EN5 5HD"	51.651232	-0.183605	525759	196277
"N12 0LA"	51.611291	-0.161889	527373	191873
"NW4 4SH"	51.589324	-0.236598	522259	189303
"NW9 4FX"	51.595953	-0.24726	521503	190022
"N3 3NJ"	51.593322	-0.195907	525067	189816
"N10 2LS"	51.600961	-0.146766	528449	190751
"NW9 4FX"	51.595953	-0.24726	521503	190022
"N12 9DA"	51.615658	-0.174308	526501	192337
"NW4 3HH"	51.582399	-0.234124	522449	188537
"NW4 1QB"	51.590201	-0.221406	523309	189426
"NW9 4BZ"	51.592623	-0.240487	521981	189663
"NW4 3ER"	51.580257	-0.235538	522357	188296
"NW11 8EE"	51.571988	-0.197431	525020	187441
"NW4 3TR"	51.5765	-0.228739	522838	187890
"N20 0QG"	51.622842	-0.176183	526351	193133
"NW4 3TA (3)"	51.57936	-0.236915	522264	188194
"N12 0BD"	51.60786	-0.17712	526328	191465
"N12 0DE"	51.610539	-0.178987	526191	191760
"NW9 4DD"	51.593144	-0.242243	521858	189718
"HA8 7LS"	51.614112	-0.277496	519361	191992
"N3 2NS"	51.602937	-0.180533	526105	190912
"NW2 1SA"	51.562584	-0.208316	524291	186377
"NW2 2SD"	51.557295	-0.207403	524369	185790
"N20 0SY"	51.623552	-0.15638	527720	193246
"NW9 4FX"	51.595953	-0.24726	521503	190022
"N12 0AR"	51.602883	-0.174745	526506	190916
"NW9 4FZ (2)"	51.595708	-0.247746	521470	189994
"N2 9DR"	51.593023	-0.160432	527525	189844
"N2 8JX"	51.59465	-0.176494	526408	189997
"N2 8NH"	51.59591	-0.173685	526599	190142
"N3 3DY"	51.589745	-0.202671	524608	189407
"N11 1BY"	51.621165	-0.137914	529005	193013
"NW4 3UY"	51.582408	-0.229089	522798	188546
"NW9 4FX"	51.595953	-0.24726	521503	190022
"NW9 4FX"	51.595953	-0.24726	521503	190022
"NW4 1QB"	51.590201	-0.221406	523309	189426
"NW11 9SX"	51.575884	-0.208677	524230	187855
"HA8 9JF"	51.609954	-0.267924	520035	191545
"N12 8PT"	51.617777	-0.17704	526306	192568
"NW11 0QR"	51.58261	-0.199868	524822	188618
"NW4 3RU"	51.581628	-0.232508	522563	188454
"N10 1AP"	51.604979	-0.149519	528247	191193
"N3 3LD"	51.594944	-0.199033	524846	189991
"HA8 9AL"	51.610415	-0.273736	519631	191587
"NW4 3TA"	51.57936	-0.236915	522264	188194
"N11 3QA"	51.61287	-0.145085	528532	192078
"NW4 4TG"	51.595673	-0.234244	522405	190013
"NW9 6AJ"	51.578896	-0.240137	522042	188137
"N3 1HR"	51.603341	-0.197398	524936	190928
"NW4 3TA"	51.57936	-0.236915	522264	188194
"NW4 4TR"	51.600244	-0.234186	522397	190521
"NW4 3ER"	51.580257	-0.235538	522357	188296
"NW4 1BN"	51.589753	-0.220947	523342	189377
"NW11 8BB"	51.575314	-0.202793	524639	187802
"NW11 0QX"	51.58352	-0.199976	524812	188719
"NW4 3LU"	51.58146	-0.227062	522941	188444
"NW4 1DY"	51.592656	-0.212853	523895	189713
"N3 3LL"	51.59504	-0.200239	524762	190000
"NW9 4FJ"	51.59571	-0.238231	522129	190010
"HA8 7LS"	51.614112	-0.277496	519361	191992
"NW11 7EN"	51.579414	-0.197252	525012	188267
"N11 1JE"	51.619117	-0.139197	528922	192783
"NW9 5JR"	51.596597	-0.248474	521417	190092
"NW9 4FX"	51.595953	-0.24726	521503	190022
"HA8 7LS"	51.614112	-0.277496	519361	191992
"NW11 9DR (2)"	51.573405	-0.210059	524141	187577
"N12 9RT"	51.621296	-0.176274	526349	192961
"N12 9NL"	51.613462	-0.164037	527218	192111
"NW2 2AA"	51.563554	-0.198067	524999	186502
"NW4 1LP"	51.598461	-0.210485	524043	190363
"HA8 9JL"	51.610842	-0.266519	520130	191646
"NW9 4FZ"	51.595708	-0.247746	521470	189994
"NW9 5AS"	51.596306	-0.260324	520597	190040
"N3 2HB"	51.602211	-0.192118	525305	190811
"N2 9RB"	51.601731	-0.169477	526874	190797
"NW4 4LF"	51.597227	-0.235039	522346	190184
"NW4 2HE"	51.584025	-0.219728	523442	188742
"NW4 4XL"	51.588575	-0.234592	522400	189223
"NW4 4XN"	51.589112	-0.235018	522369	189282
"NW4 2JX"	51.588924	-0.210182	524090	189303
"NW9 4BZ"	51.592623	-0.240487	521981	189663
"N20 0RN"	51.625164	-0.155633	527767	193427
"NW9 4FX"	51.595953	-0.24726	521503	190022
"NW11 6XH"	51.582893	-0.199175	524869	188651
"N2 9DB"	51.592457	-0.163343	527325	189776
"NW4 3PR"	51.578718	-0.234299	522447	188127
"N12 8RP"	51.617572	-0.178291	526220	192543
"N3 2JP"	51.599567	-0.193219	525236	190515
"N3 2BU"	51.603187	-0.190635	525405	190922
"NW4 3PL"	51.577311	-0.233628	522497	187972
"NW4 4DH"	51.589444	-0.221912	523276	189341
"NW2 2AP"	51.565482	-0.1979	525005	186717
"N2 0DQ"	51.585557	-0.17758	526358	188984
"NW11 9JH (2)"	51.579421	-0.212027	523988	188243
"NW11 9JH"	51.579421	-0.212027	523988	188243
"NW9 4BZ"	51.592623	-0.240487	521981	189663
"NW4 1ND"	51.596094	-0.213079	523870	190095
"NW2 2TP"	51.560895	-0.197822	525023	186207
"NW11 9DR"	51.573405	-0.210059	524141	187577
"NW11 9HY"	51.577375	-0.214099	523850	188012
"NW4 2BD"	51.587985	-0.219385	523455	189183
"N3 1DP"	51.599669	-0.195984	525044	190522
"N2 8AG"	51.590985	-0.16525	527197	189609
"NW11 8DL"	51.564221	-0.197002	525071	186578
"NW4 3BU"	51.586151	-0.230095	522718	188961
"NW9 4BZ"	51.592623	-0.240487	521981	189663
"N3 3HP"	51.596519	-0.19796	524916	190168
"NW11 9LD"	51.585942	-0.210172	524099	188971
"N3 1BL"	51.600759	-0.200215	524748	190636
"N12 7EA"	51.62237	-0.183848	525822	193067
