Lower layer Super Output Areas Code,Lower layer Super Output Areas,Ethnic group (20 categories) Code,Ethnic group (20 categories),Observation
E01000195,Barnet 013A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",38
E01000195,Barnet 013A,9,Mixed or Multiple ethnic groups: White and Asian,20
E01000195,Barnet 013A,10,Mixed or Multiple ethnic groups: White and Black African,28
E01000195,Barnet 013A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,28
E01000195,Barnet 013A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,25
E01000195,Barnet 013A,13,"White: English, Welsh, Scottish, Northern Irish or British",650
E01000195,Barnet 013A,14,White: Irish,26
E01000195,Barnet 013A,15,White: Gypsy or Irish Traveller,0
E01000195,Barnet 013A,16,White: Roma,12
E01000195,Barnet 013A,17,White: Other White,420
E01000195,Barnet 013A,18,Other ethnic group: Arab,57
E01000195,Barnet 013A,19,Other ethnic group: Any other ethnic group,87
E01000196,Barnet 028A,-8,Does not apply,0
E01000196,Barnet 028A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3
E01000196,Barnet 028A,2,"Asian, Asian British or Asian Welsh: Chinese",46
E01000196,Barnet 028A,3,"Asian, Asian British or Asian Welsh: Indian",154
E01000196,Barnet 028A,4,"Asian, Asian British or Asian Welsh: Pakistani",29
E01000196,Barnet 028A,5,"Asian, Asian British or Asian Welsh: Other Asian",224
E01000196,Barnet 028A,6,"Black, Black British, Black Welsh, Caribbean or African: African",131
E01000196,Barnet 028A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",27
E01000196,Barnet 028A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7
E01000196,Barnet 028A,9,Mixed or Multiple ethnic groups: White and Asian,26
E01000196,Barnet 028A,10,Mixed or Multiple ethnic groups: White and Black African,34
E01000196,Barnet 028A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10
E01000196,Barnet 028A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,39
E01000196,Barnet 028A,13,"White: English, Welsh, Scottish, Northern Irish or British",616
E01000196,Barnet 028A,14,White: Irish,47
E01000196,Barnet 028A,15,White: Gypsy or Irish Traveller,3
E01000196,Barnet 028A,16,White: Roma,12
E01000196,Barnet 028A,17,White: Other White,551
E01000196,Barnet 028A,18,Other ethnic group: Arab,14
E01000196,Barnet 028A,19,Other ethnic group: Any other ethnic group,146
E01000197,Barnet 023A,-8,Does not apply,0
E01000197,Barnet 023A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",18
E01000197,Barnet 023A,2,"Asian, Asian British or Asian Welsh: Chinese",31
E01000197,Barnet 023A,3,"Asian, Asian British or Asian Welsh: Indian",225
E01000197,Barnet 023A,4,"Asian, Asian British or Asian Welsh: Pakistani",19
E01000197,Barnet 023A,5,"Asian, Asian British or Asian Welsh: Other Asian",112
E01000197,Barnet 023A,6,"Black, Black British, Black Welsh, Caribbean or African: African",43
E01000197,Barnet 023A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",9
E01000197,Barnet 023A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4
E01000197,Barnet 023A,9,Mixed or Multiple ethnic groups: White and Asian,34
E01000197,Barnet 023A,10,Mixed or Multiple ethnic groups: White and Black African,8
E01000197,Barnet 023A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,14
E01000197,Barnet 023A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,46
E01000197,Barnet 023A,13,"White: English, Welsh, Scottish, Northern Irish or British",624
E01000197,Barnet 023A,14,White: Irish,37
E01000197,Barnet 023A,15,White: Gypsy or Irish Traveller,1
E01000197,Barnet 023A,16,White: Roma,6
E01000197,Barnet 023A,17,White: Other White,473
E01000197,Barnet 023A,18,Other ethnic group: Arab,10
E01000197,Barnet 023A,19,Other ethnic group: Any other ethnic group,136
E01000198,Barnet 025A,-8,Does not apply,0
E01000198,Barnet 025A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3
E01000198,Barnet 025A,2,"Asian, Asian British or Asian Welsh: Chinese",12
E01000198,Barnet 025A,3,"Asian, Asian British or Asian Welsh: Indian",102
E01000198,Barnet 025A,4,"Asian, Asian British or Asian Welsh: Pakistani",26
E01000198,Barnet 025A,5,"Asian, Asian British or Asian Welsh: Other Asian",122
E01000198,Barnet 025A,6,"Black, Black British, Black Welsh, Caribbean or African: African",98
E01000198,Barnet 025A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",21
E01000198,Barnet 025A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",11
E01000198,Barnet 025A,9,Mixed or Multiple ethnic groups: White and Asian,14
E01000198,Barnet 025A,10,Mixed or Multiple ethnic groups: White and Black African,15
E01000198,Barnet 025A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,10
E01000198,Barnet 025A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,46
E01000198,Barnet 025A,13,"White: English, Welsh, Scottish, Northern Irish or British",846
E01000198,Barnet 025A,14,White: Irish,8
E01000198,Barnet 025A,15,White: Gypsy or Irish Traveller,1
E01000198,Barnet 025A,16,White: Roma,9
E01000198,Barnet 025A,17,White: Other White,484
E01000198,Barnet 025A,18,Other ethnic group: Arab,30
E01000198,Barnet 025A,19,Other ethnic group: Any other ethnic group,333
E01000199,Barnet 025B,-8,Does not apply,0
E01000199,Barnet 025B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01000199,Barnet 025B,2,"Asian, Asian British or Asian Welsh: Chinese",6
E01000199,Barnet 025B,3,"Asian, Asian British or Asian Welsh: Indian",111
E01000199,Barnet 025B,4,"Asian, Asian British or Asian Welsh: Pakistani",17
E01000199,Barnet 025B,5,"Asian, Asian British or Asian Welsh: Other Asian",68
E01000199,Barnet 025B,6,"Black, Black British, Black Welsh, Caribbean or African: African",22
E01000199,Barnet 025B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01000199,Barnet 025B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",0
E01000199,Barnet 025B,9,Mixed or Multiple ethnic groups: White and Asian,24
E01000199,Barnet 025B,10,Mixed or Multiple ethnic groups: White and Black African,3
E01000199,Barnet 025B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5
E01000199,Barnet 025B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,24
E01000199,Barnet 025B,13,"White: English, Welsh, Scottish, Northern Irish or British",742
E01000199,Barnet 025B,14,White: Irish,15
E01000199,Barnet 025B,15,White: Gypsy or Irish Traveller,0
E01000199,Barnet 025B,16,White: Roma,5
E01000199,Barnet 025B,17,White: Other White,275
E01000199,Barnet 025B,18,Other ethnic group: Arab,23
E01000199,Barnet 025B,19,Other ethnic group: Any other ethnic group,239
E01000200,Barnet 028B,-8,Does not apply,0
E01000200,Barnet 028B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1
E01000200,Barnet 028B,2,"Asian, Asian British or Asian Welsh: Chinese",14
E01000200,Barnet 028B,3,"Asian, Asian British or Asian Welsh: Indian",105
E01000200,Barnet 028B,4,"Asian, Asian British or Asian Welsh: Pakistani",10
E01000200,Barnet 028B,5,"Asian, Asian British or Asian Welsh: Other Asian",145
E01000200,Barnet 028B,6,"Black, Black British, Black Welsh, Caribbean or African: African",67
E01000200,Barnet 028B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",12
E01000200,Barnet 028B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",9
E01000200,Barnet 028B,9,Mixed or Multiple ethnic groups: White and Asian,27
E01000200,Barnet 028B,10,Mixed or Multiple ethnic groups: White and Black African,5
E01000200,Barnet 028B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,9
E01000200,Barnet 028B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,36
E01000200,Barnet 028B,13,"White: English, Welsh, Scottish, Northern Irish or British",860
E01000200,Barnet 028B,14,White: Irish,13
E01000200,Barnet 028B,15,White: Gypsy or Irish Traveller,0
E01000200,Barnet 028B,16,White: Roma,4
E01000200,Barnet 028B,17,White: Other White,416
E01000200,Barnet 028B,18,Other ethnic group: Arab,24
E01000200,Barnet 028B,19,Other ethnic group: Any other ethnic group,222
E01000201,Barnet 028C,-8,Does not apply,0
E01000201,Barnet 028C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5
E01000201,Barnet 028C,2,"Asian, Asian British or Asian Welsh: Chinese",18
E01000201,Barnet 028C,3,"Asian, Asian British or Asian Welsh: Indian",123
E01000201,Barnet 028C,4,"Asian, Asian British or Asian Welsh: Pakistani",18
E01000201,Barnet 028C,5,"Asian, Asian British or Asian Welsh: Other Asian",121
E01000201,Barnet 028C,6,"Black, Black British, Black Welsh, Caribbean or African: African",45
E01000201,Barnet 028C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4
E01000201,Barnet 028C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1
E01000201,Barnet 028C,9,Mixed or Multiple ethnic groups: White and Asian,11
E01000201,Barnet 028C,10,Mixed or Multiple ethnic groups: White and Black African,13
E01000201,Barnet 028C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5
E01000201,Barnet 028C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,17
E01000201,Barnet 028C,13,"White: English, Welsh, Scottish, Northern Irish or British",674
E01000201,Barnet 028C,14,White: Irish,16
E01000201,Barnet 028C,15,White: Gypsy or Irish Traveller,0
E01000201,Barnet 028C,16,White: Roma,0
E01000201,Barnet 028C,17,White: Other White,235
E01000201,Barnet 028C,18,Other ethnic group: Arab,8
E01000201,Barnet 028C,19,Other ethnic group: Any other ethnic group,227
E01000202,Barnet 028D,-8,Does not apply,0
E01000202,Barnet 028D,1,"Asian, Asian British or Asian Welsh: Bangladeshi",14
E01000202,Barnet 028D,2,"Asian, Asian British or Asian Welsh: Chinese",16
E01000202,Barnet 028D,3,"Asian, Asian British or Asian Welsh: Indian",97
E01000202,Barnet 028D,4,"Asian, Asian British or Asian Welsh: Pakistani",21
E01000202,Barnet 028D,5,"Asian, Asian British or Asian Welsh: Other Asian",43
E01000202,Barnet 028D,6,"Black, Black British, Black Welsh, Caribbean or African: African",31
E01000202,Barnet 028D,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",10
E01000202,Barnet 028D,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01000202,Barnet 028D,9,Mixed or Multiple ethnic groups: White and Asian,32
E01000202,Barnet 028D,10,Mixed or Multiple ethnic groups: White and Black African,9
E01000202,Barnet 028D,11,Mixed or Multiple ethnic groups: White and Black Caribbean,16
E01000202,Barnet 028D,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,36
E01000202,Barnet 028D,13,"White: English, Welsh, Scottish, Northern Irish or British",692
E01000202,Barnet 028D,14,White: Irish,28
E01000202,Barnet 028D,15,White: Gypsy or Irish Traveller,0
E01000202,Barnet 028D,16,White: Roma,5
E01000202,Barnet 028D,17,White: Other White,409
E01000202,Barnet 028D,18,Other ethnic group: Arab,14
E01000202,Barnet 028D,19,Other ethnic group: Any other ethnic group,194
E01000203,Barnet 028E,-8,Does not apply,0
E01000203,Barnet 028E,1,"Asian, Asian British or Asian Welsh: Bangladeshi",22
E01000203,Barnet 028E,2,"Asian, Asian British or Asian Welsh: Chinese",36
E01000203,Barnet 028E,3,"Asian, Asian British or Asian Welsh: Indian",177
E01000203,Barnet 028E,4,"Asian, Asian British or Asian Welsh: Pakistani",24
E01000203,Barnet 028E,5,"Asian, Asian British or Asian Welsh: Other Asian",127
E01000203,Barnet 028E,6,"Black, Black British, Black Welsh, Caribbean or African: African",128
E01000203,Barnet 028E,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",13
E01000203,Barnet 028E,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",17
E01000203,Barnet 028E,9,Mixed or Multiple ethnic groups: White and Asian,35
E01000203,Barnet 028E,10,Mixed or Multiple ethnic groups: White and Black African,19
E01000203,Barnet 028E,11,Mixed or Multiple ethnic groups: White and Black Caribbean,9
E01000203,Barnet 028E,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,29
E01000203,Barnet 028E,13,"White: English, Welsh, Scottish, Northern Irish or British",626
E01000203,Barnet 028E,14,White: Irish,23
E01000203,Barnet 028E,15,White: Gypsy or Irish Traveller,1
E01000203,Barnet 028E,16,White: Roma,8
E01000203,Barnet 028E,17,White: Other White,326
E01000203,Barnet 028E,18,Other ethnic group: Arab,42
E01000203,Barnet 028E,19,Other ethnic group: Any other ethnic group,184
E01000204,Barnet 025C,-8,Does not apply,0
E01000204,Barnet 025C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5
E01000204,Barnet 025C,2,"Asian, Asian British or Asian Welsh: Chinese",38
E01000204,Barnet 025C,3,"Asian, Asian British or Asian Welsh: Indian",126
E01000204,Barnet 025C,4,"Asian, Asian British or Asian Welsh: Pakistani",21
E01000204,Barnet 025C,5,"Asian, Asian British or Asian Welsh: Other Asian",60
E01000204,Barnet 025C,6,"Black, Black British, Black Welsh, Caribbean or African: African",48
E01000204,Barnet 025C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",14
E01000204,Barnet 025C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7
E01000204,Barnet 025C,9,Mixed or Multiple ethnic groups: White and Asian,38
E01000204,Barnet 025C,10,Mixed or Multiple ethnic groups: White and Black African,11
E01000204,Barnet 025C,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6
E01000204,Barnet 025C,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,33
E01000204,Barnet 025C,13,"White: English, Welsh, Scottish, Northern Irish or British",783
E01000204,Barnet 025C,14,White: Irish,33
E01000204,Barnet 025C,15,White: Gypsy or Irish Traveller,0
E01000204,Barnet 025C,16,White: Roma,9
E01000204,Barnet 025C,17,White: Other White,294
E01000204,Barnet 025C,18,Other ethnic group: Arab,14
E01000204,Barnet 025C,19,Other ethnic group: Any other ethnic group,164
E01000205,Barnet 035A,-8,Does not apply,0
E01000205,Barnet 035A,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2
E01000205,Barnet 035A,2,"Asian, Asian British or Asian Welsh: Chinese",10
E01000205,Barnet 035A,3,"Asian, Asian British or Asian Welsh: Indian",72
E01000205,Barnet 035A,4,"Asian, Asian British or Asian Welsh: Pakistani",27
E01000205,Barnet 035A,5,"Asian, Asian British or Asian Welsh: Other Asian",60
E01000205,Barnet 035A,6,"Black, Black British, Black Welsh, Caribbean or African: African",44
E01000205,Barnet 035A,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",10
E01000205,Barnet 035A,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6
E01000205,Barnet 035A,9,Mixed or Multiple ethnic groups: White and Asian,28
E01000205,Barnet 035A,10,Mixed or Multiple ethnic groups: White and Black African,8
E01000205,Barnet 035A,11,Mixed or Multiple ethnic groups: White and Black Caribbean,16
E01000205,Barnet 035A,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,23
E01000205,Barnet 035A,13,"White: English, Welsh, Scottish, Northern Irish or British",729
E01000205,Barnet 035A,14,White: Irish,15
E01000205,Barnet 035A,15,White: Gypsy or Irish Traveller,0
E01000205,Barnet 035A,16,White: Roma,3
E01000205,Barnet 035A,17,White: Other White,303
E01000205,Barnet 035A,18,Other ethnic group: Arab,3
E01000205,Barnet 035A,19,Other ethnic group: Any other ethnic group,151
E01000206,Barnet 033B,-8,Does not apply,0
E01000206,Barnet 033B,1,"Asian, Asian British or Asian Welsh: Bangladeshi",10
E01000206,Barnet 033B,2,"Asian, Asian British or Asian Welsh: Chinese",20
E01000206,Barnet 033B,3,"Asian, Asian British or Asian Welsh: Indian",106
E01000206,Barnet 033B,4,"Asian, Asian British or Asian Welsh: Pakistani",27
E01000206,Barnet 033B,5,"Asian, Asian British or Asian Welsh: Other Asian",64
E01000206,Barnet 033B,6,"Black, Black British, Black Welsh, Caribbean or African: African",46
E01000206,Barnet 033B,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1
E01000206,Barnet 033B,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3
E01000206,Barnet 033B,9,Mixed or Multiple ethnic groups: White and Asian,14
E01000206,Barnet 033B,10,Mixed or Multiple ethnic groups: White and Black African,8
E01000206,Barnet 033B,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7
E01000206,Barnet 033B,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,21
E01000206,Barnet 033B,13,"White: English, Welsh, Scottish, Northern Irish or British",719
E01000206,Barnet 033B,14,White: Irish,12
E01000206,Barnet 033B,15,White: Gypsy or Irish Traveller,0
E01000206,Barnet 033B,16,White: Roma,5
E01000206,Barnet 033B,17,White: Other White,286
E01000206,Barnet 033B,18,Other ethnic group: Arab,13
E01000206,Barnet 033B,19,Other ethnic group: Any other ethnic group,142
E01000207,Barnet 033C,-8,Does not apply,0
E01000207,Barnet 033C,1,"Asian, Asian British or Asian Welsh: Bangladeshi",0
E01000207,Barnet 033C,2,"Asian, Asian British or Asian Welsh: Chinese",15
E01000207,Barnet 033C,3,"Asian, Asian British or Asian Welsh: Indian",33
E01000207,Barnet 033C,4,"Asian, Asian British or Asian Welsh: Pakistani",23
E01000207,Barnet 033C,5,"Asian, Asian British or Asian Welsh: Other Asian",73
E01000207,Barnet 033C,6,"Black, Black British, Black Welsh, Caribbean or African: African",29
E01000207,Barnet 033C,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7
E01000207,Barnet 033C,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4
E01000207,Barnet 033C,9,Mixed or Multiple ethnic groups: White and Asian,38
